Species,Year,L1-Country,L2-Province/state,L3-City,L4-District,Location,Lat,Long,SourceType,Journal,Title,PMID,Note
Anopheles minimus,NA,China,Chongqing,Chongqing,Changshou,NA,29.857996,107.081283,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Chengkou,NA,31.947633,108.664214,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Fengjie,NA,31.018498,109.463987,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Kaizhou,NA,31.1607,108.393143,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Yunyang,NA,30.930613,108.697324,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Pengshui,NA,29.293902,108.165538,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Xiushan,NA,28.447997,109.007094,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Peiling,NA,29.703113,107.389298,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Youyang,NA,28.841244,108.767747,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Wulong,NA,29.325601,107.760025,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Shiqu,NA,29.563009,106.551556,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Changshou,NA,29.857996,107.081283,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Yubei,NA,29.718143,106.631187,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Fengdu,NA,29.8635,107.730895,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles pattoni,NA,China,Chongqing,Chongqing,Banan,NA,29.375528,106.53384,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Anopheles crawfordi,NA,China,Chongqing,Chongqing,Yubei,NA,29.718143,106.631187,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Hechuan,NA,29.972084,106.27613,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Youyang,NA,28.841244,108.767747,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes vexans,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albolateralis,NA,China,Chongqing,Chongqing,Shiqu,NA,29.563009,106.551556,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albolateralis,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albolateralis,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albolateralis,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes alboniveus,NA,China,Chongqing,Chongqing,Wuxi,NA,31.398604,109.570062,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes elsiae,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes elsiae,NA,China,Chongqing,Chongqing,Youyang,NA,28.841244,108.767747,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes elsiae,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes fengi,NA,China,Chongqing,Chongqing,Yongchuan,NA,29.356117,105.927376,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes fengi,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Kaizhou,NA,31.1607,108.393143,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Yunyang,NA,30.930613,108.697324,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Fengjie,NA,31.018498,109.463987,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes hatorii,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Shiqu,NA,29.563009,106.551556,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Changshou,NA,29.857996,107.081283,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Yongchuan,NA,29.356117,105.927376,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Youyang,NA,28.841244,108.767747,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Wuxi,NA,31.398604,109.570062,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Fengjie,NA,31.018498,109.463987,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Xiushan,NA,28.447997,109.007094,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Kaizhou,NA,31.1607,108.393143,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Yunyang,NA,30.930613,108.697324,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes japonicus,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes nipponicus,NA,China,Chongqing,Chongqing,Wuxi,NA,31.398604,109.570062,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes ningheensis,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pulchriventer,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pulchriventer,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pulchriventer,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes seoulensis,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes seoulensis,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes seoulensis,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes yunnanensis,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Yubei,NA,29.718143,106.631187,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Changshou,NA,29.857996,107.081283,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Hechuan,NA,29.972084,106.27613,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Yongchuan,NA,29.356117,105.927376,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Fengdu,NA,29.8635,107.730895,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Xiushan,NA,28.447997,109.007094,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Wushan,NA,31.074834,109.879153,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Wuxi,NA,31.398604,109.570062,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Youyang,NA,28.841244,108.767747,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Wulong,NA,29.325601,107.760025,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes albopictus,NA,China,Chongqing,Chongqing,Shiqu,NA,29.563009,106.551556,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes annandalei,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes annandalei,NA,China,Chongqing,Chongqing,Wanzhou,NA,30.807667,108.408661,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes annandalei,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes craggi,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Zhongxian,NA,30.29956,108.039002,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Yongchuan,NA,29.356117,105.927376,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Liangping,NA,30.65423,107.769581,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Fengdu,NA,29.8635,107.730895,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Qianjiang,NA,29.53361,108.770678,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
Aedes pseudalbopictus,NA,China,Chongqing,Chongqing,Wulong,NA,29.325601,107.760025,Review,医学动物防制,重庆市蚊虫种类及其地理分布调查分析,NA,NA
